Regulon,Size,NES,p.value,FDR,Sign
STX2_P,41,1.12,0.261,0.615,+
SKAP2_P,33,1.12,0.262,0.616,+
BTAF1_P,53,1.12,0.263,0.616,+
PMF1_P,77,1.12,0.264,0.616,+
RPS27L_P,43,1.12,0.264,0.616,+
NAB2_P,217,1.11,0.266,0.618,+
PLXNA1_P,59,1.11,0.267,0.62,+
OGFR_P,94,1.11,0.268,0.621,+
LCP2_P,34,1.11,0.269,0.621,+
ZDHHC5_P,56,1.1,0.27,0.623,+
IL1RAP_P,61,1.09,0.275,0.629,+
CD2AP_P,62,1.09,0.275,0.629,+
SIRT7_P,253,1.09,0.275,0.63,+
SMC1A_P,35,1.09,0.276,0.63,+
HNRNPD_P,84,1.09,0.277,0.63,+
TBK1_P,41,1.09,0.277,0.63,+
ZBTB43_P,31,1.09,0.278,0.63,+
AXIN1_P,50,1.08,0.278,0.63,+
ZC3HAV1L_P,56,1.08,0.28,0.632,+
CHUK_P,33,1.08,0.282,0.633,+
XRCC6_P,47,1.08,0.282,0.633,+
EXOSC6_P,61,1.07,0.283,0.633,+
ITGB1BP1_P,53,1.07,0.284,0.633,+
ADIPOR1_P,36,1.07,0.284,0.633,+
ITPK1_P,61,1.07,0.285,0.633,+
TRIM25_P,51,1.07,0.286,0.633,+
ADNP2_P,36,1.07,0.286,0.633,+
PRMT1_P,59,1.07,0.286,0.633,+
AZI2_P,65,1.07,0.287,0.633,+
NFKB2_P,113,1.07,0.287,0.633,+
ILF2_P,197,1.06,0.287,0.633,+
THOC1_P,99,1.06,0.288,0.634,+
ZC3H8_P,126,1.06,0.288,0.634,+
GNAI1_P,46,1.06,0.288,0.634,+
SMARCD1_P,167,1.06,0.288,0.634,+
CTBP2_P,60,1.06,0.289,0.634,+
IL6ST_P,140,1.06,0.289,0.634,+
APEX1_P,90,1.06,0.289,0.634,+
JMJD1C_P,103,1.06,0.291,0.636,+
ZNF146_P,26,1.05,0.292,0.636,+
HELZ2_P,440,1.05,0.292,0.636,+
RPS6KA1_P,66,1.05,0.293,0.637,+
TBP_P,51,1.05,0.294,0.638,+
CHST11_P,85,1.05,0.294,0.638,+
TBC1D8B_P,68,1.05,0.295,0.638,+
GJA1_P,96,1.05,0.296,0.638,+
CDKN1A_P,30,1.05,0.296,0.638,+
BPTF_P,109,1.05,0.296,0.638,+
TGFB1_P,94,1.04,0.297,0.638,+
ICMT_P,84,1.04,0.297,0.638,+
WIZ_P,56,1.04,0.297,0.638,+
ARL5B_P,32,1.04,0.297,0.638,+
P2RX4_P,52,1.04,0.298,0.638,+
ARF1_P,61,1.04,0.298,0.638,+
ARHGEF1_P,51,1.04,0.299,0.638,+
ASCC1_P,120,1.04,0.299,0.639,+
TBC1D31_P,38,1.03,0.303,0.644,+
IQSEC2_P,69,1.03,0.303,0.644,+
RAB1B_P,27,1.03,0.304,0.644,+
C14orf169_P,129,1.03,0.305,0.645,+
CHAF1B_P,110,1.03,0.305,0.645,+
TSC22D2_P,161,1.03,0.305,0.645,+
SMARCAD1_P,33,1.02,0.306,0.645,+
CABIN1_P,49,1.02,0.307,0.645,+
AZU1_P,39,1.02,0.307,0.645,+
TBC1D17_P,103,1.02,0.308,0.645,+
SPI1_P,244,1.02,0.309,0.647,+
ARID4B_P,49,1.02,0.31,0.647,+
MYO1E_P,56,1.02,0.31,0.647,+
SLIRP_P,261,1.01,0.311,0.647,+
MED13_P,57,1.01,0.311,0.647,+
MKL1_P,120,1.01,0.313,0.648,+
MAP3K2_P,62,1.01,0.315,0.648,+
ATG5_P,41,1.01,0.315,0.648,+
TAF11_P,71,1,0.315,0.648,+
CD274_P,52,1,0.315,0.648,+
KMT5C_P,209,1,0.315,0.648,+
ARID1A_P,72,1,0.315,0.648,+
SAP130_P,27,1,0.317,0.648,+
GZMA_P,27,1,0.317,0.648,+
CASK_P,174,1,0.317,0.648,+
MIER1_P,47,1,0.318,0.648,+
CEP63_P,46,1,0.318,0.648,+
ZNF410_P,73,1,0.318,0.648,+
CCNL2_P,301,1,0.319,0.648,+
IFNGR1_P,71,0.99,0.32,0.648,+
TNFRSF10A_P,39,0.99,0.32,0.648,+
GATAD2A_P,59,0.99,0.32,0.648,+
PPP2R5E_P,56,0.99,0.321,0.648,+
FIBP_P,43,0.99,0.321,0.648,+
SHARPIN_P,79,0.99,0.321,0.648,+
CDC37_P,71,0.99,0.322,0.648,+
ARHGEF3_P,38,0.99,0.322,0.648,+
GTF2A2_P,75,0.99,0.323,0.649,+
RAC3_P,87,0.99,0.324,0.649,+
CIAO1_P,107,0.99,0.324,0.649,+
CHD4_P,100,0.98,0.325,0.649,+
TAF8_P,93,0.98,0.325,0.649,+
ZMAT2_P,46,0.98,0.326,0.65,+
ITGB4_P,58,0.98,0.328,0.651,+
TERF2_P,115,0.98,0.329,0.652,+
ZNF503_P,68,0.98,0.329,0.652,+
SBNO2_P,193,0.98,0.329,0.652,+
PRAME_P,73,0.98,0.329,0.652,+
TRAFD1_P,63,0.97,0.33,0.652,+
RAB23_P,36,0.97,0.331,0.654,+
TGFB3_P,34,0.97,0.332,0.654,+
ZNF362_P,85,0.97,0.332,0.655,+
CD53_P,37,0.97,0.333,0.655,+
PTPN2_P,44,0.97,0.334,0.655,+
ITGB3BP_P,65,0.97,0.334,0.655,+
NFKBIB_P,57,0.96,0.336,0.656,+
TAOK3_P,78,0.96,0.336,0.656,+
ZNHIT1_P,35,0.96,0.337,0.656,+
NFXL1_P,28,0.96,0.338,0.657,+
RAB1A_P,87,0.96,0.338,0.657,+
APBA3_P,43,0.96,0.338,0.657,+
CAPN15_P,80,0.96,0.338,0.657,+
NCOR2_P,155,0.96,0.339,0.657,+
FZD1_P,41,0.95,0.34,0.658,+
KDM2A_P,75,0.95,0.341,0.659,+
MICAL1_P,64,0.95,0.343,0.659,+
YWHAZ_P,99,0.95,0.343,0.659,+
PLEKHG3_P,38,0.95,0.343,0.659,+
ZFYVE27_P,42,0.95,0.343,0.659,+
MED10_P,43,0.95,0.344,0.659,+
RBM39_P,133,0.95,0.345,0.659,+
TIMM50_P,120,0.94,0.346,0.659,+
TNFRSF18_P,56,0.94,0.346,0.659,+
RAB20_P,39,0.94,0.347,0.659,+
RBPJ_P,68,0.94,0.347,0.659,+
SNX29_P,56,0.94,0.347,0.659,+
POT1_P,46,0.94,0.348,0.66,+
RABL2B_P,133,0.94,0.349,0.661,+
NEDD9_P,54,0.94,0.35,0.661,+
PDAP1_P,31,0.93,0.351,0.662,+
POGK_P,54,0.93,0.353,0.664,+
RUVBL1_P,134,0.93,0.353,0.664,+
USP22_P,47,0.93,0.353,0.664,+
ZNF326_P,106,0.92,0.355,0.666,+
IRF9_P,44,0.92,0.356,0.666,+
ZNF593_P,166,0.92,0.358,0.668,+
ZBTB8OS_P,64,0.92,0.358,0.668,+
BRD4_P,61,0.92,0.359,0.669,+
PORCN_P,55,0.91,0.363,0.672,+
GPSM1_P,57,0.91,0.363,0.672,+
NPM1_P,63,0.91,0.364,0.672,+
ASCC3_P,129,0.91,0.364,0.672,+
ZC3H14_P,75,0.91,0.365,0.672,+
RASA2_P,35,0.91,0.365,0.672,+
WNT5A_P,96,0.91,0.365,0.672,+
SYK_P,81,0.9,0.367,0.675,+
BACH1_P,85,0.9,0.367,0.675,+
ZKSCAN8_P,229,0.9,0.369,0.677,+
NCS1_P,25,0.9,0.369,0.677,+
ZC3H6_P,73,0.9,0.369,0.677,+
SQSTM1_P,51,0.9,0.369,0.677,+
HMGB1_P,58,0.89,0.371,0.677,+
CBLB_P,42,0.89,0.372,0.677,+
RABGAP1_P,40,0.89,0.372,0.677,+
ZC3H15_P,94,0.89,0.372,0.677,+
ANKZF1_P,42,0.89,0.372,0.677,+
IRF6_P,106,0.89,0.373,0.677,+
LCOR_P,73,0.89,0.373,0.677,+
ITGAE_P,25,0.89,0.374,0.677,+
MLXIP_P,91,0.89,0.374,0.677,+
NRF1_P,104,0.89,0.374,0.677,+
DCBLD2_P,48,0.89,0.375,0.678,+
CNTLN_P,39,0.89,0.376,0.679,+
PPIE_P,29,0.88,0.378,0.679,+
AURKB_P,79,0.88,0.378,0.679,+
MARK1_P,71,0.88,0.378,0.679,+
RAD1_P,27,0.88,0.378,0.679,+
DAPK3_P,63,0.88,0.378,0.679,+
AC013461.1_P,77,0.88,0.379,0.679,+
IRF1_P,100,0.88,0.379,0.679,+
PTGES2_P,81,0.88,0.381,0.681,+
MAFG_P,115,0.87,0.382,0.682,+
GLI3_P,141,0.87,0.383,0.682,+
DGKH_P,31,0.87,0.385,0.684,+
CAP1_P,79,0.87,0.386,0.684,+
BCL2L11_P,67,0.87,0.386,0.684,+
ZC3H12A_P,78,0.87,0.386,0.684,+
MTSS1_P,45,0.87,0.386,0.684,+
EEF1D_P,86,0.87,0.387,0.684,+
RUSC1_P,27,0.86,0.388,0.685,+
KAT2A_P,317,0.86,0.388,0.685,+
JAG2_P,43,0.86,0.389,0.685,+
PCGF1_P,70,0.86,0.39,0.685,+
ZNF740_P,76,0.86,0.391,0.686,+
ZFPL1_P,74,0.86,0.392,0.686,+
ASXL2_P,391,0.86,0.392,0.686,+
RPTOR_P,46,0.86,0.392,0.686,+
STARD13_P,46,0.85,0.393,0.686,+
HCLS1_P,49,0.85,0.393,0.686,+
MALT1_P,35,0.85,0.393,0.686,+
PRDM10_P,59,0.85,0.394,0.686,+
CDYL_P,73,0.85,0.394,0.686,+
FARP1_P,57,0.85,0.394,0.686,+
SLC7A1_P,34,0.85,0.394,0.686,+
ORC2_P,113,0.85,0.394,0.686,+
RELA_P,71,0.85,0.395,0.687,+
IKZF3_P,70,0.85,0.396,0.687,+
ANTXR1_P,25,0.85,0.396,0.687,+
LBH_P,454,0.85,0.397,0.688,+
POLR3F_P,60,0.84,0.398,0.689,+
E2F3_P,45,0.84,0.399,0.689,+
CD4_P,32,0.84,0.399,0.689,+
AGK_P,52,0.84,0.4,0.689,+
YWHAG_P,50,0.84,0.4,0.689,+
UBN1_P,39,0.84,0.4,0.689,+
CBX8_P,164,0.84,0.401,0.689,+
RIPK1_P,59,0.84,0.402,0.689,+
PTAFR_P,38,0.84,0.402,0.689,+
CBX4_P,112,0.84,0.402,0.689,+
RALGAPA2_P,86,0.84,0.403,0.69,+
CYTH1_P,42,0.83,0.406,0.694,+
ZNF25_P,50,0.83,0.407,0.694,+
NRG1_P,56,0.83,0.407,0.694,+
MAP3K11_P,60,0.83,0.408,0.694,+
NR3C1_P,61,0.83,0.408,0.694,+
PDCD6_P,42,0.83,0.409,0.695,+
FGFR1OP_P,35,0.82,0.41,0.697,+
CHD3_P,100,0.82,0.411,0.697,+
ZFAND5_P,43,0.82,0.412,0.697,+
ETV3_P,103,0.82,0.412,0.697,+
AGPAT1_P,41,0.82,0.412,0.697,+
PKN1_P,108,0.82,0.412,0.697,+
SUPT3H_P,102,0.82,0.414,0.699,+
ROR2_P,29,0.82,0.414,0.699,+
FST_P,110,0.81,0.416,0.7,+
ZNF598_P,84,0.81,0.418,0.701,+
ARHGAP31_P,56,0.81,0.418,0.701,+
CSNK2B_P,71,0.81,0.418,0.701,+
ATF7IP_P,36,0.81,0.418,0.702,+
TXNDC12_P,52,0.8,0.422,0.704,+
GTF2F1_P,62,0.8,0.424,0.706,+
ULK1_P,74,0.8,0.424,0.706,+
ZBTB11_P,31,0.8,0.426,0.707,+
ADA_P,52,0.79,0.427,0.708,+
GMPS_P,82,0.79,0.427,0.708,+
ASCC2_P,95,0.79,0.428,0.708,+
PCM1_P,74,0.79,0.429,0.708,+
ZNF26_P,90,0.79,0.43,0.708,+
PIK3CA_P,48,0.79,0.43,0.709,+
ZNF391_P,48,0.79,0.431,0.709,+
DICER1_P,35,0.79,0.431,0.709,+
PHF1_P,76,0.79,0.432,0.709,+
TSC22D4_P,90,0.78,0.433,0.711,+
HIST1H1E_P,37,0.78,0.434,0.711,+
LRRFIP2_P,56,0.78,0.436,0.712,+
PPP2R2C_P,110,0.78,0.436,0.712,+
SP140_P,55,0.78,0.437,0.712,+
NXN_P,34,0.78,0.437,0.712,+
MLLT6_P,259,0.78,0.437,0.712,+
EP300_P,61,0.78,0.437,0.712,+
RB1_P,59,0.78,0.438,0.712,+
BCKDK_P,58,0.77,0.439,0.713,+
FLII_P,139,0.77,0.44,0.713,+
CCNT2_P,119,0.77,0.441,0.714,+
BRD7_P,59,0.77,0.441,0.714,+
MTA2_P,60,0.77,0.442,0.715,+
DNLZ_P,44,0.77,0.442,0.715,+
ZCCHC17_P,73,0.76,0.445,0.715,+
INPP1_P,75,0.76,0.445,0.715,+
TCF4_P,66,0.76,0.446,0.715,+
TYMS_P,38,0.76,0.446,0.715,+
CXXC5_P,109,0.76,0.447,0.717,+
TRIO_P,47,0.76,0.448,0.717,+
TAF9_P,109,0.76,0.448,0.717,+
MAP3K4_P,29,0.76,0.449,0.717,+
NFATC3_P,28,0.75,0.451,0.719,+
AP3S1_P,30,0.75,0.451,0.72,+
EYA3_P,34,0.75,0.452,0.721,+
RRAS2_P,30,0.75,0.452,0.721,+
RIPK2_P,100,0.75,0.454,0.721,+
HOMER1_P,65,0.75,0.454,0.721,+
CNOT8_P,85,0.75,0.454,0.721,+
CDC42EP3_P,41,0.75,0.455,0.721,+
MLLT1_P,115,0.75,0.455,0.721,+
ATF2_P,75,0.75,0.455,0.721,+
PCGF5_P,126,0.75,0.456,0.721,+
PIAS4_P,35,0.74,0.456,0.721,+
TRRAP_P,55,0.74,0.457,0.721,+
VAV1_P,85,0.74,0.457,0.721,+
ADGRG1_P,116,0.74,0.458,0.721,+
RHOT2_P,53,0.74,0.462,0.725,+
PRDX4_P,67,0.73,0.463,0.726,+
NOTCH1_P,49,0.73,0.463,0.726,+
SMARCA1_P,322,0.73,0.464,0.726,+
PREX1_P,27,0.73,0.465,0.726,+
SRF_P,68,0.73,0.465,0.726,+
ZFYVE16_P,64,0.73,0.466,0.726,+
LATS1_P,171,0.73,0.467,0.728,+
ITPKB_P,67,0.72,0.469,0.729,+
UBR5_P,30,0.72,0.47,0.731,+
NELFCD_P,118,0.72,0.471,0.732,+
ING3_P,234,0.72,0.472,0.732,+
COPS5_P,52,0.72,0.472,0.732,+
GRN_P,84,0.72,0.472,0.732,+
RALA_P,30,0.72,0.473,0.733,+
IL1RL1_P,63,0.72,0.474,0.734,+
GNAI2_P,42,0.71,0.475,0.734,+
SETD1A_P,67,0.71,0.475,0.734,+
HNRNPK_P,69,0.71,0.476,0.734,+
USF1_P,122,0.71,0.476,0.734,+
DVL2_P,46,0.71,0.477,0.735,+
PRKD2_P,68,0.71,0.477,0.736,+
MED24_P,80,0.71,0.479,0.737,+
ADNP_P,47,0.7,0.481,0.739,+
ZXDC_P,58,0.7,0.481,0.739,+
RAD54L2_P,117,0.7,0.484,0.74,+
PIK3CG_P,41,0.7,0.486,0.742,+
FLNB_P,49,0.69,0.489,0.745,+
CCDC47_P,37,0.69,0.49,0.746,+
NACC1_P,164,0.69,0.492,0.748,+
SOX12_P,81,0.69,0.492,0.748,+
FLCN_P,38,0.68,0.494,0.749,+
CORO1C_P,74,0.68,0.496,0.751,+
MYPOP_P,53,0.68,0.496,0.751,+
NFIB_P,56,0.68,0.497,0.751,+
ZC3H12D_P,54,0.68,0.498,0.751,+
ITGAL_P,27,0.68,0.498,0.751,+
SIPA1L3_P,72,0.67,0.5,0.752,+
CNOT6_P,88,0.67,0.502,0.755,+
STAT5A_P,61,0.67,0.505,0.757,+
HCFC1_P,54,0.66,0.506,0.758,+
MAP4K4_P,86,0.66,0.507,0.759,+
PTPRC_P,44,0.66,0.508,0.759,+
TMX1_P,43,0.66,0.508,0.759,+
XPR1_P,50,0.66,0.509,0.761,+
FSTL1_P,51,0.66,0.512,0.762,+
POU2AF1_P,299,0.65,0.513,0.763,+
ATF1_P,41,0.65,0.515,0.764,+
RAB2B_P,50,0.65,0.516,0.764,+
FKBP1A_P,41,0.65,0.518,0.765,+
GTF2H5_P,71,0.64,0.519,0.765,+
TARBP1_P,241,0.64,0.52,0.765,+
BZW1_P,271,0.64,0.52,0.765,+
MCM5_P,109,0.64,0.52,0.765,+
CDC42SE2_P,40,0.64,0.521,0.765,+
FAS_P,64,0.64,0.521,0.765,+
TBC1D1_P,32,0.64,0.523,0.766,+
IRF3_P,65,0.64,0.523,0.766,+
PPARD_P,228,0.64,0.524,0.766,+
TIAL1_P,121,0.64,0.524,0.766,+
FOSL2_P,30,0.64,0.524,0.766,+
CSF1R_P,28,0.64,0.524,0.766,+
SAP30BP_P,54,0.64,0.525,0.766,+
ILF3_P,78,0.63,0.526,0.767,+
GPRC5A_P,44,0.63,0.526,0.768,+
SOS2_P,30,0.63,0.527,0.768,+
MORF4L1_P,29,0.63,0.528,0.768,+
WDR90_P,103,0.63,0.528,0.768,+
MED8_P,273,0.63,0.53,0.769,+
AKAP8_P,92,0.63,0.53,0.769,+
APLF_P,39,0.63,0.531,0.769,+
HTATSF1_P,113,0.62,0.532,0.77,+
RLIM_P,35,0.62,0.532,0.77,+
TRAF4_P,43,0.62,0.533,0.77,+
GRB2_P,46,0.62,0.534,0.771,+
POLR2K_P,63,0.62,0.535,0.771,+
MAGED1_P,67,0.62,0.535,0.771,+
ARHGAP4_P,80,0.62,0.536,0.771,+
ADAP2_P,51,0.62,0.537,0.771,+
PTK7_P,76,0.62,0.537,0.772,+
PLCB3_P,48,0.62,0.538,0.772,+
THOP1_P,49,0.61,0.54,0.773,+
ZMYM1_P,62,0.61,0.541,0.775,+
IKBKG_P,52,0.61,0.542,0.775,+
TBC1D2_P,32,0.61,0.542,0.775,+
ACKR3_P,49,0.61,0.543,0.775,+
STXBP4_P,58,0.61,0.543,0.775,+
SCML2_P,94,0.61,0.543,0.775,+
DDX5_P,109,0.61,0.544,0.775,+
MERTK_P,37,0.61,0.545,0.775,+
PER3_P,58,0.6,0.545,0.775,+
HBP1_P,89,0.6,0.545,0.775,+
TYK2_P,48,0.6,0.548,0.778,+
JARID2_P,58,0.6,0.549,0.778,+
LEO1_P,107,0.6,0.549,0.778,+
ARL2_P,57,0.6,0.551,0.78,+
RASSF8_P,40,0.6,0.551,0.78,+
S100A6_P,43,0.6,0.552,0.781,+
RIC8B_P,104,0.59,0.553,0.781,+
ADAP1_P,40,0.59,0.553,0.781,+
ECD_P,76,0.59,0.553,0.781,+
HIST1H1D_P,35,0.59,0.553,0.781,+
ITGB8_P,40,0.59,0.554,0.782,+
RBBP4_P,169,0.59,0.555,0.782,+
MYO10_P,33,0.59,0.558,0.785,+
IRF4_P,75,0.58,0.559,0.785,+
CREBRF_P,108,0.58,0.559,0.785,+
ERRFI1_P,41,0.58,0.561,0.788,+
ZNF219_P,70,0.58,0.562,0.788,+
MMS19_P,32,0.58,0.563,0.788,+
RAB34_P,55,0.58,0.563,0.788,+
NLRP1_P,58,0.58,0.564,0.788,+
GATAD2B_P,34,0.58,0.564,0.788,+
ZNF384_P,55,0.57,0.565,0.788,+
SETDB1_P,69,0.57,0.566,0.788,+
DBP_P,130,0.57,0.567,0.788,+
CD36_P,67,0.57,0.567,0.788,+
PSIP1_P,89,0.57,0.568,0.788,+
GLMP_P,83,0.57,0.568,0.788,+
IRF8_P,183,0.57,0.568,0.788,+
DLG5_P,27,0.57,0.568,0.788,+
SMARCE1_P,189,0.57,0.569,0.789,+
ARID2_P,120,0.57,0.57,0.79,+
KDM4A_P,33,0.57,0.57,0.79,+
BSG_P,27,0.57,0.571,0.79,+
SENP1_P,58,0.57,0.572,0.79,+
CYP24A1_P,36,0.56,0.572,0.79,+
RHOD_P,130,0.56,0.573,0.79,+
BHLHA15_P,64,0.56,0.573,0.79,+
ARFGAP1_P,92,0.56,0.574,0.79,+
BRD8_P,67,0.56,0.575,0.791,+
MBD2_P,39,0.56,0.577,0.792,+
ZC3H10_P,49,0.56,0.578,0.793,+
TLR2_P,47,0.56,0.579,0.793,+
ASH2L_P,121,0.55,0.579,0.793,+
TNFRSF10C_P,30,0.55,0.579,0.793,+
ARFRP1_P,84,0.55,0.581,0.794,+
HIC1_P,54,0.55,0.581,0.794,+
ZFP64_P,121,0.55,0.582,0.795,+
DUSP9_P,72,0.55,0.583,0.796,+
TTL_P,49,0.55,0.583,0.796,+
HMGA2_P,130,0.55,0.584,0.796,+
ZDHHC6_P,70,0.55,0.584,0.796,+
PPP1R9B_P,58,0.55,0.585,0.796,+
LIN28A_P,139,0.55,0.586,0.796,+
FOXN3_P,62,0.55,0.586,0.796,+
CHD7_P,88,0.54,0.586,0.796,+
GRK6_P,46,0.54,0.587,0.796,+
ZNF579_P,47,0.54,0.587,0.797,+
ZCCHC11_P,53,0.54,0.589,0.798,+
MED6_P,87,0.54,0.592,0.801,+
TMEM101_P,60,0.53,0.594,0.803,+
EBP_P,61,0.53,0.595,0.803,+
EAF1_P,156,0.53,0.596,0.803,+
ARL8A_P,75,0.53,0.596,0.804,+
ZNF226_P,50,0.53,0.597,0.804,+
SUPT7L_P,112,0.53,0.599,0.805,+
TP53BP2_P,32,0.52,0.6,0.806,+
ASF1A_P,106,0.52,0.6,0.806,+
TANK_P,54,0.52,0.6,0.806,+
PCGF2_P,96,0.52,0.602,0.807,+
MTCH1_P,25,0.52,0.603,0.808,+
TRIM5_P,51,0.52,0.605,0.809,+
ZMIZ2_P,36,0.52,0.605,0.809,+
SUPT16H_P,41,0.52,0.606,0.81,+
BRPF1_P,48,0.52,0.606,0.81,+
BBX_P,39,0.52,0.606,0.81,+
INPP5B_P,29,0.51,0.607,0.81,+
ZNF331_P,41,0.51,0.608,0.81,+
NFAT5_P,34,0.51,0.611,0.813,+
KMT2E_P,82,0.5,0.614,0.816,+
RAB3B_P,71,0.5,0.614,0.816,+
SF1_P,106,0.5,0.619,0.82,+
MS4A6A_P,32,0.5,0.62,0.82,+
ZNF292_P,47,0.5,0.62,0.82,+
ARNTL2_P,73,0.49,0.623,0.822,+
CSNK1D_P,33,0.49,0.623,0.822,+
HMOX1_P,61,0.49,0.626,0.823,+
IKZF1_P,196,0.49,0.627,0.823,+
SIX5_P,68,0.49,0.627,0.823,+
NF1_P,79,0.48,0.629,0.825,+
IRAK1_P,115,0.48,0.629,0.825,+
ZBED1_P,70,0.48,0.629,0.825,+
E4F1_P,81,0.48,0.63,0.825,+
ZNF672_P,62,0.48,0.631,0.826,+
RC3H2_P,65,0.47,0.637,0.829,+
KIFAP3_P,55,0.47,0.637,0.829,+
MCTS1_P,99,0.47,0.637,0.829,+
TBC1D5_P,68,0.47,0.637,0.829,+
RAD17_P,70,0.47,0.638,0.829,+
CELSR1_P,34,0.47,0.638,0.829,+
PRKAR2A_P,96,0.47,0.639,0.83,+
HUS1_P,35,0.47,0.642,0.831,+
MAP4K2_P,75,0.46,0.642,0.831,+
BAD_P,69,0.46,0.643,0.831,+
ELMSAN1_P,64,0.46,0.643,0.831,+
PEX14_P,126,0.46,0.643,0.831,+
MIB2_P,51,0.46,0.644,0.831,+
BCAR1_P,40,0.46,0.644,0.831,+
CRKL_P,33,0.46,0.645,0.831,+
PHF21A_P,30,0.46,0.645,0.831,+
PASK_P,58,0.46,0.645,0.831,+
MRPL28_P,135,0.46,0.645,0.831,+
TAF13_P,109,0.46,0.645,0.831,+
LYN_P,30,0.46,0.646,0.831,+
IL16_P,630,0.46,0.646,0.831,+
STMN3_P,34,0.46,0.647,0.831,+
MKL2_P,32,0.46,0.647,0.831,+
MED22_P,125,0.46,0.647,0.831,+
ERCC8_P,86,0.46,0.649,0.832,+
ZNHIT3_P,90,0.45,0.652,0.834,+
UBE2N_P,88,0.45,0.655,0.837,+
RASSF4_P,26,0.45,0.655,0.837,+
VIMP_P,36,0.45,0.656,0.838,+
RAB43_P,48,0.44,0.657,0.838,+
SMARCD2_P,178,0.44,0.658,0.839,+
CDA_P,76,0.44,0.659,0.839,+
NR1D1_P,41,0.44,0.659,0.839,+
TAX1BP3_P,45,0.44,0.659,0.839,+
FOXP4_P,56,0.44,0.661,0.84,+
PARP1_P,65,0.44,0.662,0.84,+
DCLK2_P,46,0.44,0.663,0.84,+
TAF10_P,55,0.44,0.663,0.84,+
MED28_P,112,0.43,0.664,0.84,+
ZEB2_P,157,0.43,0.666,0.842,+
RAP2C_P,56,0.43,0.667,0.843,+
PPP2R1A_P,45,0.43,0.667,0.843,+
ZFP36L1_P,35,0.43,0.667,0.843,+
DGKD_P,50,0.43,0.669,0.843,+
SENP2_P,44,0.43,0.671,0.844,+
EMSY_P,27,0.42,0.673,0.846,+
SMARCB1_P,88,0.42,0.673,0.846,+
LECT2_P,29,0.42,0.674,0.846,+
STK26_P,73,0.42,0.675,0.846,+
SIRT6_P,69,0.42,0.676,0.847,+
AJUBA_P,202,0.42,0.676,0.847,+
HNRNPUL1_P,35,0.42,0.677,0.847,+
CD58_P,35,0.41,0.679,0.849,+
CFL1_P,55,0.41,0.679,0.849,+
FUBP3_P,41,0.41,0.685,0.852,+
NF2_P,69,0.41,0.685,0.852,+
BAK1_P,77,0.4,0.686,0.852,+
PBX2_P,75,0.4,0.687,0.854,+
CREBBP_P,45,0.4,0.688,0.854,+
CXCL14_P,65,0.4,0.688,0.854,+
BCL3_P,83,0.4,0.69,0.855,+
BCAM_P,37,0.4,0.691,0.855,+
HDAC10_P,132,0.4,0.691,0.855,+
KLHL12_P,42,0.4,0.692,0.855,+
SSRP1_P,123,0.4,0.692,0.855,+
AKNA_P,63,0.39,0.694,0.856,+
PURB_P,30,0.39,0.694,0.856,+
ITGA8_P,45,0.39,0.695,0.857,+
ARID3B_P,103,0.39,0.699,0.86,+
SP4_P,144,0.38,0.702,0.863,+
FLYWCH1_P,46,0.38,0.703,0.863,+
ZDHHC18_P,115,0.38,0.705,0.865,+
STAT2_P,91,0.38,0.705,0.865,+
CCND1_P,48,0.38,0.707,0.866,+
PSMD9_P,77,0.37,0.708,0.866,+
TOM1L1_P,71,0.37,0.708,0.866,+
FIZ1_P,67,0.37,0.708,0.866,+
HIVEP2_P,37,0.37,0.709,0.866,+
PRRX2_P,69,0.37,0.711,0.868,+
ZNF324_P,56,0.37,0.713,0.868,+
PDK3_P,44,0.37,0.714,0.87,+
L3MBTL2_P,83,0.37,0.714,0.87,+
ZFAND6_P,47,0.36,0.716,0.87,+
NKIRAS2_P,26,0.36,0.718,0.871,+
ZNFX1_P,67,0.36,0.718,0.871,+
DRAP1_P,97,0.36,0.719,0.871,+
PTGES3_P,46,0.36,0.719,0.871,+
MED20_P,131,0.36,0.722,0.873,+
SH3BP2_P,55,0.36,0.722,0.873,+
CLIC1_P,31,0.35,0.724,0.874,+
EPHB3_P,63,0.35,0.725,0.874,+
CDC42EP4_P,89,0.35,0.726,0.875,+
ATF7_P,36,0.35,0.727,0.875,+
FGD1_P,56,0.35,0.727,0.875,+
RFX5_P,85,0.35,0.728,0.875,+
EIF2A_P,61,0.35,0.728,0.875,+
RBBP7_P,92,0.35,0.729,0.875,+
SPOP_P,48,0.35,0.729,0.875,+
MAFB_P,197,0.35,0.729,0.875,+
SIX4_P,134,0.34,0.731,0.876,+
ERF_P,70,0.34,0.733,0.877,+
ZSCAN20_P,32,0.34,0.734,0.878,+
CTSH_P,48,0.34,0.735,0.878,+
CDC42EP1_P,40,0.34,0.736,0.879,+
STK17A_P,41,0.33,0.738,0.88,+
MAP2K7_P,30,0.33,0.739,0.88,+
VAC14_P,38,0.33,0.739,0.88,+
RELB_P,155,0.33,0.742,0.882,+
ITGA2B_P,63,0.33,0.743,0.882,+
GCLC_P,206,0.33,0.743,0.882,+
IGF2R_P,46,0.33,0.743,0.882,+
RRBP1_P,63,0.33,0.744,0.883,+
INPP4B_P,98,0.32,0.745,0.883,+
ZNF7_P,69,0.32,0.747,0.884,+
ARL8B_P,29,0.32,0.75,0.887,+
